,filename,label
459,aug_459,0
460,aug_460,1
461,aug_461,0
462,aug_462,0
463,aug_463,1
464,aug_464,1
465,aug_465,1
466,aug_466,0
467,aug_467,0
468,aug_468,0
469,aug_469,0
470,aug_470,0
471,aug_471,0
472,aug_472,1
473,aug_473,0
474,aug_474,1
475,aug_475,1
476,aug_476,0
477,aug_477,0
478,aug_478,0
479,aug_479,0
480,aug_480,1
481,aug_481,1
482,aug_482,1
483,aug_483,0
484,aug_484,0
485,aug_485,1
486,aug_486,1
487,aug_487,0
488,aug_488,0
489,aug_489,1
490,aug_490,0
491,aug_491,0
492,aug_492,0
493,aug_493,1
494,aug_494,1
495,aug_495,0
496,aug_496,1
497,aug_497,0
498,aug_498,0
499,aug_499,1
500,aug_500,1
501,aug_501,1
502,aug_502,0
503,aug_503,0
504,aug_504,1
505,aug_505,1
506,aug_506,0
507,aug_507,0
508,aug_508,1
509,aug_509,0
510,aug_510,1
511,aug_511,0
512,aug_512,0
513,aug_513,0
514,aug_514,1
515,aug_515,1
516,aug_516,1
517,aug_517,0
518,aug_518,0
519,aug_519,0
520,aug_520,1
521,aug_521,1
522,aug_522,0
523,aug_523,1
524,aug_524,1
525,aug_525,0
526,aug_526,0
527,aug_527,1
528,aug_528,1
529,aug_529,0
530,aug_530,1
531,aug_531,0
532,aug_532,1
533,aug_533,0
534,aug_534,0
535,aug_535,1
536,aug_536,1
537,aug_537,1
538,aug_538,1
539,aug_539,0
540,aug_540,0
541,aug_541,1
542,aug_542,1
543,aug_543,0
544,aug_544,0
545,aug_545,1
546,aug_546,0
547,aug_547,1
548,aug_548,1
549,aug_549,0
550,aug_550,1
551,aug_551,0
552,aug_552,1
553,aug_553,1
554,aug_554,0
555,aug_555,1
556,aug_556,0
557,aug_557,1
558,aug_558,1
559,aug_559,0
560,aug_560,1
561,aug_561,0
562,aug_562,1
563,aug_563,1
564,aug_564,1
565,aug_565,1
566,aug_566,1
567,aug_567,1
568,aug_568,0
569,aug_569,1
570,aug_570,0
571,aug_571,0
572,aug_572,1
573,aug_573,1
574,aug_574,0
575,aug_575,0
576,aug_576,0
577,aug_577,1
578,aug_578,1
579,aug_579,0
580,aug_580,0
581,aug_581,1
582,aug_582,1
583,aug_583,0
584,aug_584,1
585,aug_585,1
586,aug_586,0
587,aug_587,0
588,aug_588,1
589,aug_589,0
590,aug_590,1
591,aug_591,1
592,aug_592,0
593,aug_593,1
594,aug_594,0
595,aug_595,1
596,aug_596,0
597,aug_597,0
598,aug_598,1
599,aug_599,1
600,aug_600,0
601,aug_601,0
602,aug_602,0
603,aug_603,1
604,aug_604,0
605,aug_605,1
606,aug_606,1
607,aug_607,1
608,aug_608,1
609,aug_609,1
610,aug_610,1
611,aug_611,0
612,aug_612,0
613,aug_613,1
614,aug_614,1
615,aug_615,1
616,aug_616,1
617,aug_617,0
618,aug_618,0
619,aug_619,0
620,aug_620,1
621,aug_621,1
622,aug_622,0
623,aug_623,0
624,aug_624,1
625,aug_625,0
626,aug_626,0
627,aug_627,0
628,aug_628,1
629,aug_629,0
630,aug_630,0
631,aug_631,1
632,aug_632,1
633,aug_633,1
634,aug_634,0
635,aug_635,0
636,aug_636,0
637,aug_637,0
638,aug_638,0
639,aug_639,0
640,aug_640,1
641,aug_641,0
642,aug_642,1
643,aug_643,1
644,aug_644,0
645,aug_645,0
646,aug_646,0
647,aug_647,0
648,aug_648,1
649,aug_649,1
650,aug_650,1
651,aug_651,0
652,aug_652,0
653,aug_653,1
654,aug_654,1
655,aug_655,0
656,aug_656,0
657,aug_657,1
658,aug_658,0
659,aug_659,0
660,aug_660,0
661,aug_661,1
662,aug_662,1
663,aug_663,0
664,aug_664,1
665,aug_665,0
666,aug_666,0
667,aug_667,1
668,aug_668,1
669,aug_669,1
670,aug_670,0
671,aug_671,0
672,aug_672,1
673,aug_673,1
674,aug_674,0
675,aug_675,0
676,aug_676,1
677,aug_677,0
678,aug_678,1
679,aug_679,0
680,aug_680,0
681,aug_681,0
682,aug_682,1
683,aug_683,1
684,aug_684,1
685,aug_685,0
686,aug_686,0
687,aug_687,0
688,aug_688,1
689,aug_689,1
690,aug_690,0
691,aug_691,1
692,aug_692,1
693,aug_693,0
694,aug_694,0
695,aug_695,1
696,aug_696,1
697,aug_697,0
698,aug_698,1
699,aug_699,0
700,aug_700,1
701,aug_701,0
702,aug_702,0
703,aug_703,1
704,aug_704,0
705,aug_705,1
706,aug_706,0
707,aug_707,1
708,aug_708,1
709,aug_709,0
710,aug_710,1
711,aug_711,0
712,aug_712,0
713,aug_713,1
714,aug_714,1
715,aug_715,1
716,aug_716,1
717,aug_717,0
718,aug_718,0
719,aug_719,0
720,aug_720,1
721,aug_721,0
722,aug_722,1
723,aug_723,0
724,aug_724,1
725,aug_725,1
726,aug_726,0
727,aug_727,0
728,aug_728,0
729,aug_729,1
730,aug_730,0
731,aug_731,0
732,aug_732,0
733,aug_733,1
734,aug_734,0
735,aug_735,1
736,aug_736,0
737,aug_737,0
738,aug_738,1
739,aug_739,0
740,aug_740,0
741,aug_741,1
742,aug_742,1
743,aug_743,0
744,aug_744,0
745,aug_745,1
746,aug_746,0
747,aug_747,0
748,aug_748,0
749,aug_749,1
750,aug_750,0
751,aug_751,0
752,aug_752,0
753,aug_753,0
754,aug_754,1
755,aug_755,0
756,aug_756,0
757,aug_757,1
758,aug_758,1
759,aug_759,1
760,aug_760,0
761,aug_761,0
762,aug_762,0
763,aug_763,0
764,aug_764,0
765,aug_765,0
766,aug_766,1
767,aug_767,1
768,aug_768,0
769,aug_769,1
770,aug_770,0
771,aug_771,1
772,aug_772,0
773,aug_773,0
774,aug_774,1
775,aug_775,1
776,aug_776,0
777,aug_777,0
778,aug_778,0
779,aug_779,0
780,aug_780,0
781,aug_781,0
782,aug_782,0
783,aug_783,0
784,aug_784,0
785,aug_785,0
786,aug_786,0
787,aug_787,0
788,aug_788,0
789,aug_789,1
790,aug_790,1
791,aug_791,0
792,aug_792,0
793,aug_793,0
794,aug_794,0
795,aug_795,1
796,aug_796,1
797,aug_797,1
798,aug_798,1
799,aug_799,0
800,aug_800,0
801,aug_801,0
802,aug_802,1
803,aug_803,0
804,aug_804,1
805,aug_805,0
806,aug_806,0
807,aug_807,1
808,aug_808,1
809,aug_809,0
810,aug_810,0
811,aug_811,0
812,aug_812,0
813,aug_813,1
814,aug_814,0
815,aug_815,0
816,aug_816,1
817,aug_817,0
818,aug_818,0
819,aug_819,1
820,aug_820,1
821,aug_821,0
822,aug_822,0
823,aug_823,0
824,aug_824,1
825,aug_825,0
826,aug_826,0
827,aug_827,0
828,aug_828,0
829,aug_829,0
830,aug_830,0
831,aug_831,1
832,aug_832,0
833,aug_833,0
834,aug_834,1
835,aug_835,1
836,aug_836,1
837,aug_837,1
838,aug_838,0
839,aug_839,1
840,aug_840,0
841,aug_841,0
842,aug_842,0
843,aug_843,0
844,aug_844,0
845,aug_845,0
846,aug_846,0
847,aug_847,0
848,aug_848,0
849,aug_849,0
850,aug_850,0
851,aug_851,0
852,aug_852,1
853,aug_853,0
854,aug_854,1
855,aug_855,0
856,aug_856,0
857,aug_857,0
858,aug_858,0
859,aug_859,0
860,aug_860,0
861,aug_861,0
862,aug_862,0
863,aug_863,0
864,aug_864,1
865,aug_865,0
866,aug_866,1
867,aug_867,0
868,aug_868,0
869,aug_869,0
870,aug_870,1
871,aug_871,0
872,aug_872,1
873,aug_873,0
874,aug_874,0
875,aug_875,1
876,aug_876,0
877,aug_877,1
878,aug_878,0
879,aug_879,0
880,aug_880,0
881,aug_881,0
882,aug_882,0
883,aug_883,0
884,aug_884,0
885,aug_885,0
886,aug_886,1
887,aug_887,0
888,aug_888,0
889,aug_889,0
890,aug_890,0
891,aug_891,0
892,aug_892,0
893,aug_893,0
894,aug_894,1
895,aug_895,0
896,aug_896,1
897,aug_897,1
898,aug_898,0
899,aug_899,1
900,aug_900,0
901,aug_901,0
902,aug_902,1
903,aug_903,1
904,aug_904,1
905,aug_905,1
906,aug_906,0
907,aug_907,0
908,aug_908,0
909,aug_909,1
910,aug_910,0
911,aug_911,1
912,aug_912,0
913,aug_913,1
914,aug_914,1
915,aug_915,0
916,aug_916,0
917,aug_917,0
918,aug_918,1
919,aug_919,0
920,aug_920,0
921,aug_921,0
922,aug_922,1
923,aug_923,0
924,aug_924,1
925,aug_925,0
926,aug_926,0
927,aug_927,1
928,aug_928,0
929,aug_929,0
930,aug_930,1
931,aug_931,1
932,aug_932,0
933,aug_933,0
934,aug_934,1
935,aug_935,0
936,aug_936,0
937,aug_937,0
938,aug_938,1
939,aug_939,0
940,aug_940,0
941,aug_941,0
942,aug_942,0
943,aug_943,1
944,aug_944,0
945,aug_945,0
946,aug_946,1
947,aug_947,1
948,aug_948,1
949,aug_949,0
950,aug_950,0
951,aug_951,0
952,aug_952,0
953,aug_953,0
954,aug_954,0
955,aug_955,1
956,aug_956,1
957,aug_957,0
958,aug_958,1
959,aug_959,0
960,aug_960,1
961,aug_961,0
962,aug_962,0
963,aug_963,1
964,aug_964,1
965,aug_965,0
966,aug_966,0
967,aug_967,0
968,aug_968,0
969,aug_969,0
970,aug_970,0
971,aug_971,0
972,aug_972,0
973,aug_973,0
974,aug_974,0
975,aug_975,0
976,aug_976,0
977,aug_977,0
978,aug_978,1
979,aug_979,1
980,aug_980,0
981,aug_981,0
982,aug_982,0
983,aug_983,0
984,aug_984,1
985,aug_985,1
986,aug_986,1
987,aug_987,1
988,aug_988,0
989,aug_989,0
990,aug_990,0
991,aug_991,1
992,aug_992,0
993,aug_993,1
994,aug_994,0
995,aug_995,0
996,aug_996,1
997,aug_997,1
998,aug_998,0
999,aug_999,0
1000,aug_1000,0
1001,aug_1001,0
1002,aug_1002,1
1003,aug_1003,0
1004,aug_1004,0
1005,aug_1005,1
1006,aug_1006,0
1007,aug_1007,0
1008,aug_1008,1
1009,aug_1009,1
1010,aug_1010,0
1011,aug_1011,0
1012,aug_1012,0
1013,aug_1013,1
1014,aug_1014,0
1015,aug_1015,0
1016,aug_1016,0
1017,aug_1017,0
1018,aug_1018,0
1019,aug_1019,0
1020,aug_1020,1
1021,aug_1021,0
1022,aug_1022,0
1023,aug_1023,1
1024,aug_1024,1
1025,aug_1025,1
1026,aug_1026,1
1027,aug_1027,0
1028,aug_1028,1
1029,aug_1029,0
1030,aug_1030,0
1031,aug_1031,0
1032,aug_1032,0
1033,aug_1033,0
1034,aug_1034,0
1035,aug_1035,0
1036,aug_1036,0
1037,aug_1037,0
1038,aug_1038,0
1039,aug_1039,0
1040,aug_1040,0
1041,aug_1041,1
1042,aug_1042,0
1043,aug_1043,1
1044,aug_1044,0
1045,aug_1045,0
1046,aug_1046,0
1047,aug_1047,0
1048,aug_1048,0
1049,aug_1049,0
1050,aug_1050,0
1051,aug_1051,0
1052,aug_1052,0
1053,aug_1053,1
1054,aug_1054,0
1055,aug_1055,1
1056,aug_1056,0
1057,aug_1057,0
1058,aug_1058,0
1059,aug_1059,1
1060,aug_1060,0
1061,aug_1061,1
1062,aug_1062,0
1063,aug_1063,0
1064,aug_1064,1
1065,aug_1065,0
1066,aug_1066,1
1067,aug_1067,0
1068,aug_1068,0
1069,aug_1069,0
1070,aug_1070,0
1071,aug_1071,0
1072,aug_1072,0
1073,aug_1073,0
1074,aug_1074,0
1075,aug_1075,1
1076,aug_1076,0
1077,aug_1077,0
1078,aug_1078,0
1079,aug_1079,0
1080,aug_1080,0
1081,aug_1081,0
1082,aug_1082,1
1083,aug_1083,0
1084,aug_1084,1
1085,aug_1085,1
1086,aug_1086,0
1087,aug_1087,1
1088,aug_1088,1
1089,aug_1089,0
1090,aug_1090,0
1091,aug_1091,1
1092,aug_1092,1
1093,aug_1093,1
1094,aug_1094,1
1095,aug_1095,1
1096,aug_1096,0
1097,aug_1097,1
1098,aug_1098,1
1099,aug_1099,1
1100,aug_1100,0
1101,aug_1101,1
1102,aug_1102,1
1103,aug_1103,1
1104,aug_1104,1
1105,aug_1105,1
1106,aug_1106,1
1107,aug_1107,1
1108,aug_1108,1
1109,aug_1109,0
1110,aug_1110,1
1111,aug_1111,1
1112,aug_1112,1
1113,aug_1113,1
1114,aug_1114,1
1115,aug_1115,1
1116,aug_1116,0
1117,aug_1117,0
1118,aug_1118,0
1119,aug_1119,1
1120,aug_1120,0
1121,aug_1121,1
1122,aug_1122,1
1123,aug_1123,0
1124,aug_1124,0
1125,aug_1125,1
1126,aug_1126,1
1127,aug_1127,1
1128,aug_1128,1
1129,aug_1129,1
1130,aug_1130,1
1131,aug_1131,0
1132,aug_1132,1
1133,aug_1133,0
1134,aug_1134,1
1135,aug_1135,1
1136,aug_1136,0
1137,aug_1137,0
1138,aug_1138,0
1139,aug_1139,0
1140,aug_1140,1
1141,aug_1141,1
1142,aug_1142,0
1143,aug_1143,1
1144,aug_1144,1
1145,aug_1145,1
1146,aug_1146,1
1147,aug_1147,1
1148,aug_1148,0
1149,aug_1149,1
1150,aug_1150,1
1151,aug_1151,1
1152,aug_1152,1
1153,aug_1153,1
1154,aug_1154,1
1155,aug_1155,1
1156,aug_1156,1
1157,aug_1157,0
1158,aug_1158,1
1159,aug_1159,1
1160,aug_1160,1
1161,aug_1161,0
1162,aug_1162,1
1163,aug_1163,1
1164,aug_1164,1
1165,aug_1165,1
1166,aug_1166,1
1167,aug_1167,1
1168,aug_1168,1
1169,aug_1169,1
1170,aug_1170,0
1171,aug_1171,1
1172,aug_1172,0
1173,aug_1173,1
1174,aug_1174,1
1175,aug_1175,1
1176,aug_1176,1
1177,aug_1177,1
1178,aug_1178,1
1179,aug_1179,1
1180,aug_1180,0
1181,aug_1181,0
1182,aug_1182,0
1183,aug_1183,1
1184,aug_1184,1
1185,aug_1185,0
1186,aug_1186,1
1187,aug_1187,0
1188,aug_1188,1
1189,aug_1189,1
1190,aug_1190,0
1191,aug_1191,1
1192,aug_1192,0
1193,aug_1193,1
1194,aug_1194,1
1195,aug_1195,1
1196,aug_1196,1
1197,aug_1197,1
1198,aug_1198,0
1199,aug_1199,1
1200,aug_1200,1
1201,aug_1201,0
1202,aug_1202,1
1203,aug_1203,1
1204,aug_1204,1
1205,aug_1205,0
1206,aug_1206,1
1207,aug_1207,0
1208,aug_1208,1
1209,aug_1209,0
1210,aug_1210,1
1211,aug_1211,1
1212,aug_1212,1
1213,aug_1213,0
1214,aug_1214,0
1215,aug_1215,1
1216,aug_1216,0
1217,aug_1217,0
1218,aug_1218,1
1219,aug_1219,0
1220,aug_1220,1
1221,aug_1221,0
1222,aug_1222,1
1223,aug_1223,0
1224,aug_1224,1
1225,aug_1225,0
1226,aug_1226,1
1227,aug_1227,0
1228,aug_1228,0
1229,aug_1229,1
1230,aug_1230,1
1231,aug_1231,0
1232,aug_1232,0
1233,aug_1233,1
1234,aug_1234,1
1235,aug_1235,1
1236,aug_1236,0
1237,aug_1237,1
1238,aug_1238,1
1239,aug_1239,1
1240,aug_1240,1
1241,aug_1241,1
1242,aug_1242,1
1243,aug_1243,0
1244,aug_1244,0
1245,aug_1245,0
1246,aug_1246,1
1247,aug_1247,1
1248,aug_1248,1
1249,aug_1249,0
1250,aug_1250,1
1251,aug_1251,0
1252,aug_1252,0
1253,aug_1253,0
1254,aug_1254,1
1255,aug_1255,1
1256,aug_1256,1
1257,aug_1257,0
1258,aug_1258,1
1259,aug_1259,1
1260,aug_1260,1
1261,aug_1261,1
1262,aug_1262,0
1263,aug_1263,1
1264,aug_1264,1
1265,aug_1265,0
1266,aug_1266,1
1267,aug_1267,1
1268,aug_1268,0
1269,aug_1269,0
1270,aug_1270,1
1271,aug_1271,1
1272,aug_1272,1
1273,aug_1273,1
1274,aug_1274,1
1275,aug_1275,0
1276,aug_1276,1
1277,aug_1277,1
1278,aug_1278,1
1279,aug_1279,0
1280,aug_1280,1
1281,aug_1281,1
1282,aug_1282,1
1283,aug_1283,1
1284,aug_1284,1
1285,aug_1285,1
1286,aug_1286,1
1287,aug_1287,1
1288,aug_1288,0
1289,aug_1289,1
1290,aug_1290,1
1291,aug_1291,1
1292,aug_1292,1
1293,aug_1293,1
1294,aug_1294,1
1295,aug_1295,0
1296,aug_1296,0
1297,aug_1297,0
1298,aug_1298,1
1299,aug_1299,0
1300,aug_1300,1
1301,aug_1301,1
1302,aug_1302,0
1303,aug_1303,0
1304,aug_1304,1
1305,aug_1305,1
1306,aug_1306,1
1307,aug_1307,1
1308,aug_1308,1
1309,aug_1309,1
1310,aug_1310,0
1311,aug_1311,1
1312,aug_1312,0
1313,aug_1313,1
1314,aug_1314,1
1315,aug_1315,0
1316,aug_1316,0
1317,aug_1317,0
1318,aug_1318,0
1319,aug_1319,1
1320,aug_1320,1
1321,aug_1321,0
1322,aug_1322,1
1323,aug_1323,1
1324,aug_1324,1
1325,aug_1325,1
1326,aug_1326,1
1327,aug_1327,0
1328,aug_1328,1
1329,aug_1329,1
1330,aug_1330,1
1331,aug_1331,1
1332,aug_1332,1
1333,aug_1333,1
1334,aug_1334,1
1335,aug_1335,1
1336,aug_1336,0
1337,aug_1337,1
1338,aug_1338,1
1339,aug_1339,1
1340,aug_1340,0
1341,aug_1341,1
1342,aug_1342,1
1343,aug_1343,1
1344,aug_1344,1
1345,aug_1345,1
1346,aug_1346,1
1347,aug_1347,1
1348,aug_1348,1
1349,aug_1349,0
1350,aug_1350,1
1351,aug_1351,0
1352,aug_1352,1
1353,aug_1353,1
1354,aug_1354,1
1355,aug_1355,1
1356,aug_1356,1
1357,aug_1357,1
1358,aug_1358,1
1359,aug_1359,0
1360,aug_1360,0
1361,aug_1361,0
1362,aug_1362,1
1363,aug_1363,1
1364,aug_1364,0
1365,aug_1365,1
1366,aug_1366,0
1367,aug_1367,1
1368,aug_1368,1
1369,aug_1369,0
1370,aug_1370,1
1371,aug_1371,0
1372,aug_1372,1
1373,aug_1373,1
1374,aug_1374,1
1375,aug_1375,1
1376,aug_1376,1
1377,aug_1377,0
1378,aug_1378,1
1379,aug_1379,1
1380,aug_1380,0
1381,aug_1381,1
1382,aug_1382,1
1383,aug_1383,1
1384,aug_1384,0
1385,aug_1385,1
1386,aug_1386,0
1387,aug_1387,1
1388,aug_1388,0
1389,aug_1389,1
1390,aug_1390,1
1391,aug_1391,1
1392,aug_1392,0
1393,aug_1393,0
1394,aug_1394,1
1395,aug_1395,0
1396,aug_1396,0
1397,aug_1397,1
1398,aug_1398,0
1399,aug_1399,1
1400,aug_1400,0
1401,aug_1401,1
1402,aug_1402,0
1403,aug_1403,1
1404,aug_1404,0
1405,aug_1405,1
1406,aug_1406,0
1407,aug_1407,0
1408,aug_1408,1
1409,aug_1409,1
1410,aug_1410,0
1411,aug_1411,0
1412,aug_1412,1
1413,aug_1413,1
1414,aug_1414,1
1415,aug_1415,0
1416,aug_1416,1
1417,aug_1417,1
1418,aug_1418,1
1419,aug_1419,1
1420,aug_1420,1
1421,aug_1421,1
1422,aug_1422,0
1423,aug_1423,0
1424,aug_1424,0
1425,aug_1425,1
1426,aug_1426,1
1427,aug_1427,1
1428,aug_1428,0
1429,aug_1429,1
1430,aug_1430,0
1431,aug_1431,0
1432,aug_1432,0
1433,aug_1433,1
1434,aug_1434,1
1435,aug_1435,1
1436,aug_1436,0
1437,aug_1437,1
1438,aug_1438,1
1439,aug_1439,1
1440,aug_1440,0
1441,aug_1441,0
1442,aug_1442,1
1443,aug_1443,0
1444,aug_1444,0
1445,aug_1445,1
1446,aug_1446,1
1447,aug_1447,0
1448,aug_1448,0
1449,aug_1449,0
1450,aug_1450,0
1451,aug_1451,0
1452,aug_1452,0
